2024-12-18 12:07:39;3;30.13
2024-12-18 12:07:39;4;73.34
2024-12-18 12:07:39;5;65.73
2024-12-18 12:07:39;6;21.87
2024-12-18 12:07:40;3;30.15
2024-12-18 12:07:40;4;73.32
2024-12-18 12:07:40;5;65.71
2024-12-18 12:07:40;6;21.86
2024-12-18 12:07:41;3;30.15
2024-12-18 12:07:41;4;73.35
2024-12-18 12:07:41;5;65.72
2024-12-18 12:07:41;6;21.85
2024-12-18 12:07:42;3;30.16
2024-12-18 12:07:42;4;73.34
2024-12-18 12:07:42;5;65.74
2024-12-18 12:07:42;6;21.84
2024-12-18 12:07:43;3;30.15
2024-12-18 12:07:43;4;73.37
2024-12-18 12:07:43;5;65.74
2024-12-18 12:07:43;6;21.85
2024-12-18 12:07:44;3;30.18
2024-12-18 12:07:44;4;73.35
2024-12-18 12:07:44;5;65.7
2024-12-18 12:07:44;6;21.83
2024-12-18 12:07:45;3;30.32
2024-12-18 12:07:45;4;73.29
2024-12-18 12:07:45;5;65.76
2024-12-18 12:07:45;6;21.7
2024-12-18 12:07:46;3;30.66
2024-12-18 12:07:46;4;73.25
2024-12-18 12:07:46;6;21.39
2024-12-18 12:07:47;3;31.18
2024-12-18 12:07:47;4;73.26
2024-12-18 12:07:47;5;66.28
2024-12-18 12:07:47;6;20.92
2024-12-18 12:07:48;3;31.87
2024-12-18 12:07:48;4;73.46
2024-12-18 12:07:48;5;66.9
2024-12-18 12:07:48;6;20.39
2024-12-18 12:07:49;3;32.52
2024-12-18 12:07:49;4;73.65
2024-12-18 12:07:49;5;67.84
2024-12-18 12:07:49;6;19.75
2024-12-18 12:07:50;3;33.34
2024-12-18 12:07:50;4;73.77
2024-12-18 12:07:50;5;68.47
2024-12-18 12:07:50;6;18.98
2024-12-18 12:07:51;3;34.2
2024-12-18 12:07:51;4;73.64
2024-12-18 12:07:51;5;69
2024-12-18 12:07:51;6;18.07
2024-12-18 12:07:52;3;35.3
2024-12-18 12:07:52;4;73.27
2024-12-18 12:07:52;5;69.39
2024-12-18 12:07:52;6;17.1
2024-12-18 12:07:53;3;36.55
2024-12-18 12:07:53;4;72.75
2024-12-18 12:07:53;5;69.64
2024-12-18 12:07:53;6;16.17
2024-12-18 12:07:54;3;37.61
2024-12-18 12:07:54;4;72.15
2024-12-18 12:07:54;5;69.82
2024-12-18 12:07:54;6;15.27
2024-12-18 12:07:55;3;38.61
2024-12-18 12:07:55;4;71.62
2024-12-18 12:07:55;5;70.05
2024-12-18 12:07:55;6;14.41
2024-12-18 12:07:56;3;39.55
2024-12-18 12:07:56;4;71.15
2024-12-18 12:07:56;5;70.43
2024-12-18 12:07:56;6;13.58
2024-12-18 12:07:57;3;40.72
2024-12-18 12:07:57;4;70.86
2024-12-18 12:07:57;5;71.03
2024-12-18 12:07:57;6;12.75
2024-12-18 12:07:58;3;41.97
2024-12-18 12:07:58;4;70.67
2024-12-18 12:07:58;5;71.69
2024-12-18 12:07:58;6;11.99
2024-12-18 12:07:59;3;43.03
2024-12-18 12:07:59;4;70.63
2024-12-18 12:07:59;5;72.34
2024-12-18 12:07:59;6;11.38
2024-12-18 12:08:00;3;43.9
2024-12-18 12:08:00;4;70.61
2024-12-18 12:08:00;5;72.84
2024-12-18 12:08:00;6;10.99
2024-12-18 12:08:01;3;44.42
2024-12-18 12:08:01;4;70.57
2024-12-18 12:08:01;5;73.18
2024-12-18 12:08:01;6;10.82
2024-12-18 12:08:02;3;44.84
2024-12-18 12:08:02;4;70.43
2024-12-18 12:08:02;5;73.26
2024-12-18 12:08:02;6;10.66
2024-12-18 12:08:03;3;45.1
2024-12-18 12:08:03;4;70.05
2024-12-18 12:08:03;5;73.13
2024-12-18 12:08:03;6;10.63
2024-12-18 12:08:04;3;45.49
2024-12-18 12:08:04;4;69.55
2024-12-18 12:08:04;5;72.9
2024-12-18 12:08:04;6;10.59
2024-12-18 12:08:05;3;45.85
2024-12-18 12:08:05;4;68.96
2024-12-18 12:08:05;5;72.71
2024-12-18 12:08:05;6;10.61
2024-12-18 12:08:06;3;46.41
2024-12-18 12:08:06;4;68.56
2024-12-18 12:08:06;5;72.74
2024-12-18 12:08:06;6;10.58
2024-12-18 12:08:07;3;47.07
2024-12-18 12:08:07;4;68.26
2024-12-18 12:08:07;5;72.94
2024-12-18 12:08:07;6;10.54
2024-12-18 12:08:08;3;47.81
2024-12-18 12:08:08;4;68.16
2024-12-18 12:08:08;5;73.33
2024-12-18 12:08:08;6;10.52
2024-12-18 12:08:09;3;48.51
2024-12-18 12:08:09;4;68.13
2024-12-18 12:08:09;5;73.79
2024-12-18 12:08:09;6;10.45
2024-12-18 12:08:10;3;49.11
2024-12-18 12:08:10;4;68.14
2024-12-18 12:08:10;5;74.17
2024-12-18 12:08:10;6;10.38
2024-12-18 12:08:11;3;49.46
2024-12-18 12:08:11;4;68.12
2024-12-18 12:08:11;5;74.4
2024-12-18 12:08:11;6;10.26
2024-12-18 12:08:12;3;49.62
2024-12-18 12:08:12;4;68.12
2024-12-18 12:08:12;5;74.43
2024-12-18 12:08:12;6;10.19
2024-12-18 12:08:13;3;49.55
2024-12-18 12:08:13;4;68.16
2024-12-18 12:08:13;5;74.47
2024-12-18 12:08:13;6;10.13
2024-12-18 12:08:14;3;49.49
2024-12-18 12:08:14;4;68.2
2024-12-18 12:08:14;5;74.47
2024-12-18 12:08:14;6;10.14
2024-12-18 12:08:15;3;49.45
2024-12-18 12:08:15;4;68.2
2024-12-18 12:08:15;5;74.49
2024-12-18 12:08:15;6;10.13
2024-12-18 12:08:16;3;49.41
2024-12-18 12:08:16;4;68.22
2024-12-18 12:08:16;5;74.46
2024-12-18 12:08:16;6;10.15
2024-12-18 12:08:17;3;49.42
2024-12-18 12:08:17;4;68.23
2024-12-18 12:08:17;5;74.42
2024-12-18 12:08:17;6;10.12
2024-12-18 12:08:18;3;49.42
2024-12-18 12:08:18;4;68.24
2024-12-18 12:08:18;5;74.42
2024-12-18 12:08:18;6;10.13
2024-12-18 12:08:19;3;49.46
2024-12-18 12:08:19;4;68.22
2024-12-18 12:08:19;5;74.42
2024-12-18 12:08:19;6;10.1
2024-12-18 12:08:20;3;49.48
2024-12-18 12:08:20;4;68.21
2024-12-18 12:08:20;5;74.47
2024-12-18 12:08:20;6;10.1
